"EnterpriseNumber","Status","JuridicalSituation","TypeOfEnterprise","JuridicalForm","JuridicalFormCAC","StartDate"
"0401.524.372","AC","012","2","015","610",01-01-1963
"0401.524.471","AC","020","2","014",,19-04-1948
"0401.524.768","AC","000","2","016",,01-01-1968
"0401.524.966","AC","012","2","015","610",01-01-1958
"0401.525.164","AC","000","2","610",,01-01-1968
"0401.526.154","AC","012","2","014",,23-06-1961
"0401.526.550","AC","000","2","015","610",21-05-1969
"0401.527.144","AC","000","2","016",,01-01-1968
"0401.527.441","AC","012","2","015","610",21-06-1965
"0401.527.639","AC","020","2","014",,21-01-1947
"0401.528.332","AC","012","2","016",,01-01-1964
"0401.528.629","AC","000","2","016",,01-01-1968
"0401.529.124","AC","000","2","016",,02-10-1963
"0401.529.223","AC","012","2","011",,15-11-1938
"0401.529.322","AC","012","2","014",,01-01-1968
"0401.529.817","AC","012","2","015","610",06-11-1967
"0401.530.015","AC","000","2","011",,01-01-1968
"0401.530.312","AC","012","2","015","610",01-01-1966
"0401.530.510","AC","020","2","015","610",24-04-1961
"0401.530.807","AC","012","2","015","610",17-11-1964
"0401.531.104","AC","000","2","610",,01-01-1968
"0401.531.302","AC","012","2","014",,01-01-1965
"0401.531.401","AC","000","2","014",,20-01-1953
"0401.532.389","AC","012","2","014",,13-10-1949
"0401.532.686","AC","030","2","015","610",06-10-1964
"0401.532.785","AC","012","2","015","610",01-01-1968
"0401.533.577","AC","012","2","011",,01-01-1934
"0401.533.775","AC","012","2","014",,20-05-1946
"0401.534.072","AC","030","2","014",,01-01-1968
"0401.534.171","AC","000","2","016",,01-01-1968
"0401.534.666","AC","012","2","014",,18-04-1953
"0401.535.458","AC","010","2","014",,31-08-1948
"0401.535.854","AC","000","2","014",,17-10-1940
"0401.535.953","AC","012","2","014",,11-12-1961
"0401.536.250","AC","012","2","014",,01-01-1935
"0401.537.339","AC","000","2","014",,31-01-1953
"0401.537.438","AC","030","2","014",,21-06-1949
"0401.537.636","AC","012","2","014",,01-01-1957
"0401.537.735","AC","012","2","015","610",01-01-1959
"0401.537.933","AC","020","2","015","610",29-06-1949
"0401.538.527","AC","020","2","014",,26-06-1963
"0401.539.517","AC","012","2","014",,29-05-1959
"0401.540.210","AC","012","2","016",,01-01-1968
"0401.540.606","AC","012","2","015","610",01-01-1964
"0401.541.990","AC","000","2","014",,09-04-1964
"0401.542.485","AC","012","2","014",,07-07-1967
"0401.542.683","AC","000","2","014",,01-12-1965
"0401.542.881","AC","012","2","014",,07-04-1966
"0401.542.980","AC","012","2","016",,01-01-1968
"0401.543.178","AC","012","2","014",,30-06-1965
"0401.543.376","AC","000","2","015","610",13-02-1942
"0401.543.970","AC","020","2","015","610",01-01-1968
"0401.544.069","AC","000","2","610",,01-01-1968
"0401.544.465","AC","000","2","610",,01-01-1956
"0401.544.663","AC","012","2","014",,09-11-1965
"0401.544.762","AC","012","2","015","610",01-01-1968
"0401.544.861","AC","000","2","014",,23-08-1951
"0401.545.356","AC","012","2","014",,01-01-1964
"0401.546.445","AC","000","2","014",,27-12-1923
"0401.546.643","AC","013","2","015","610",01-01-1968
"0401.546.742","AC","012","2","014",,01-01-1941
"0401.547.039","AC","012","2","015","610",07-11-1957
"0401.547.138","AC","000","2","706",,01-01-1968
"0401.547.435","AC","000","2","610",,06-02-1942
"0401.547.633","AC","012","2","014",,14-11-1911
"0401.547.732","AC","012","2","015","610",01-01-1966
"0401.548.227","AC","000","2","016",,01-01-1968
"0401.549.217","AC","000","2","016",,01-01-1968
"0401.551.096","AC","012","2","015","610",01-01-1968
"0401.551.987","AC","012","2","014",,01-01-1967
"0401.553.175","AC","020","2","015","610",01-01-1968
"0401.553.373","AC","000","2","014",,01-01-1929
"0401.554.363","AC","000","2","014",,01-01-1968
"0401.555.452","AC","000","2","610",,26-05-1961
"0401.555.551","AC","020","2","014",,05-04-1956
"0401.556.541","AC","000","2","610",,11-02-1954
"0401.557.531","AC","050","2","014",,01-11-1949
"0401.557.828","AC","012","2","011",,01-03-1965
"0401.558.521","AC","012","2","014",,19-07-1958
"0401.558.620","AC","010","2","015","610",01-01-1968
"0401.558.917","AC","000","2","016",,01-01-1968
"0401.559.115","AC","012","2","014",,01-01-1959
"0401.559.412","AC","012","2","014",,20-09-1948
"0401.560.796","AC","012","2","014",,04-05-1948
"0401.560.994","AC","000","2","014",,28-06-1928
"0401.561.786","AC","012","2","014",,02-09-1966
"0401.561.885","AC","012","2","014",,01-01-1968
"0401.562.677","AC","012","2","014",,26-03-1966
"0401.563.667","AC","012","2","016",,01-01-1947
"0401.564.459","AC","000","2","014",,01-04-1968
"0401.565.845","AC","000","2","014",,01-01-1968
"0401.566.043","AC","012","2","015","610",01-01-1968
"0401.566.241","AC","000","2","016",,01-01-1968
"0401.566.736","AC","020","2","014",,03-04-1968
"0401.567.033","AC","012","2","016",,15-01-1922
"0401.567.825","AC","020","2","015","610",01-01-1968
"0401.568.122","AC","000","2","016",,01-01-1968
"0401.568.320","AC","000","2","015","610",01-01-1968
"0401.569.112","AC","000","2","610",,18-05-1954
"0401.570.003","AC","000","2","016",,01-01-1968
"0401.570.694","AC","012","2","015","610",01-01-1963
"0401.571.189","AC","000","2","017",,25-11-1964
"0401.571.486","AC","012","2","017",,23-04-1952
"0401.571.684","AC","000","2","017",,06-04-1936
"0401.571.981","AC","000","2","017",,28-07-1961
"0401.572.080","AC","000","2","017",,09-11-1961
"0401.572.278","AC","000","2","017",,01-01-1947
"0401.572.476","AC","000","2","017",,04-11-1933
"0401.573.565","AC","000","2","017",,27-04-1959
"0401.573.961","AC","000","2","017",,20-10-1956
"0401.574.258","AC","000","2","017",,13-02-1948
"0401.574.357","AC","000","2","017",,17-09-1935
"0401.574.456","AC","000","2","017",,21-12-1927
"0401.574.852","AC","000","2","014",,07-07-1904
"0401.575.545","AC","000","2","014",,01-01-1968
"0401.575.842","AC","000","2","014",,17-04-1949
"0401.576.733","AC","012","2","014",,22-09-1959
"0401.577.129","AC","012","2","016",,01-01-1968
"0401.578.317","AC","012","2","015","610",01-01-1947
"0401.578.911","AC","020","2","015","610",27-12-1963
"0401.579.109","AC","000","2","014",,01-01-1968
"0401.579.406","AC","000","2","610",,01-01-1968
"0401.579.505","AC","050","2","015","610",18-12-1965
"0401.579.901","AC","012","2","015","610",01-01-1961
"0401.580.295","AC","012","2","015","610",09-01-1948
"0401.580.394","AC","012","2","015","610",18-12-1968
"0401.580.493","AC","000","2","610",,24-12-1965
"0401.580.592","AC","012","2","014",,13-05-1965
"0401.581.186","AC","000","2","014",,30-06-1967
"0401.581.285","AC","000","2","014",,19-08-1963
"0401.581.978","AC","012","2","014",,01-01-1963
"0401.582.275","AC","012","2","016",,01-01-1965
"0401.582.671","AC","012","2","014",,24-04-1928
"0401.582.770","AC","000","2","610",,16-02-1922
"0401.582.869","AC","012","2","016",,01-01-1922
"0401.583.265","AC","012","2","014",,02-05-1949
"0401.583.364","AC","030","2","015","610",07-11-1954
"0401.583.661","AC","012","2","016",,01-01-1963
"0401.583.859","AC","020","2","015","610",29-03-1963
"0401.584.156","AC","012","2","015","610",01-01-1968
"0401.584.255","AC","000","2","014",,17-10-1947
"0401.584.849","AC","000","2","016",,01-01-1968
"0401.584.948","AC","000","2","015","610",01-01-1968
"0401.585.146","AC","000","2","014",,01-01-1968
"0401.586.136","AC","012","2","015","610",01-01-1959
"0401.586.631","AC","000","2","014",,06-09-1952
"0401.587.126","AC","012","2","014",,01-01-1960
"0401.587.225","AC","012","2","014",,20-03-1964
"0401.587.621","AC","012","2","014",,01-07-1948
"0401.587.918","AC","000","2","011",,01-01-1968
"0401.588.809","AC","000","2","610",,01-01-1968
"0401.589.304","AC","000","2","015","610",27-08-1945
"0401.589.502","AC","012","2","014",,01-01-1946
"0401.590.391","AC","012","2","015","610",01-01-1968
"0401.591.084","AC","012","2","016",,03-04-1967
"0401.591.282","AC","012","2","015","610",01-01-1967
"0401.591.480","AC","000","2","014",,01-01-1968
"0401.591.678","AC","012","2","015","610",01-01-1949
"0401.592.371","AC","012","2","015","610",01-01-1968
"0401.592.569","AC","000","2","014",,20-02-1925
"0401.592.767","AC","000","2","610",,01-01-1968
"0401.593.064","AC","000","2","610",,01-01-1968
"0401.593.559","AC","012","2","014",,01-01-1957
"0401.593.856","AC","000","2","610",,01-01-1968
"0401.594.648","AC","000","2","610",,01-01-1968
"0401.595.044","AC","000","2","014",,01-01-1968
"0401.595.440","AC","000","2","014",,01-01-1968
"0401.595.539","AC","012","2","014",,01-01-1938
"0401.596.133","AC","000","2","016",,01-01-1968
"0401.596.232","AC","012","2","015","610",01-01-1968
"0401.596.529","AC","012","2","015","610",11-04-1968
"0401.597.222","AC","050","2","014",,15-02-1967
"0401.597.321","AC","020","2","015","610",24-02-1950
"0401.597.618","AC","000","2","011",,01-01-1968
"0401.598.014","AC","000","2","014",,01-01-1968
"0401.598.212","AC","000","2","014",,24-07-1952
"0401.598.806","AC","000","2","014",,01-01-1968
"0401.599.301","AC","012","2","014",,01-01-1957
"0401.599.893","AC","012","2","015","610",01-01-1958
"0401.600.289","AC","000","2","014",,01-01-1968
"0401.600.388","AC","000","2","015","610",01-01-1968
"0401.600.586","AC","012","2","015","610",01-01-1968
"0401.601.081","AC","012","2","014",,01-10-1946
"0401.601.477","AC","012","2","014",,01-01-1963
"0401.601.675","AC","030","2","015","610",01-01-1968
"0401.602.467","AC","000","2","016",,01-01-1968
"0401.602.665","AC","013","2","015","610",01-01-1968
"0401.603.061","AC","012","2","014",,27-11-1948
"0401.603.358","AC","020","2","015","610",08-05-1953
"0401.604.150","AC","000","2","610",,01-07-1967
"0401.604.744","AC","012","2","014",,15-10-1907
"0401.604.843","AC","012","2","015","610",01-01-1968
"0401.604.942","AC","000","2","014",,01-01-1949
"0401.605.140","AC","000","2","014",,01-01-1968
"0401.605.239","AC","012","2","015","610",31-01-1938
"0401.605.635","AC","000","2","016",,01-01-1968
"0401.605.833","AC","000","2","014",,01-01-1968
"0401.605.932","AC","000","2","015","610",01-01-1968
"0401.606.031","AC","000","2","015","610",01-01-1968
"0401.606.130","AC","000","2","610",,30-01-1958
"0401.607.120","AC","012","2","015","610",01-01-1968
"0401.607.318","AC","000","2","014",,24-11-1945
"0401.607.615","AC","012","2","014",,11-01-1900
"0401.607.714","AC","000","2","610",,08-02-1908
"0401.608.704","AC","012","2","014",,01-01-1926
"0401.609.593","AC","000","2","014",,01-01-1896
"0401.610.880","AC","000","2","014",,24-02-1942
"0401.610.979","AC","012","2","014",,21-03-1948
"0401.611.177","AC","020","2","015","610",01-01-1968
"0401.612.068","AC","030","2","014",,07-03-1964
"0401.612.563","AC","000","2","016",,01-01-1968
"0401.612.662","AC","012","2","016",,04-08-1954
"0401.612.959","AC","012","2","015","610",04-12-1937
"0401.613.157","AC","012","2","016",,01-01-1965
"0401.613.355","AC","000","2","014",,22-12-1952
"0401.613.751","AC","020","2","015","610",20-05-1963
"0401.614.246","AC","012","2","015","610",01-04-1963
"0401.614.741","AC","000","2","610",,06-07-1966
"0401.616.424","AC","012","2","014",,01-01-1960
"0401.616.820","AC","012","2","011",,13-02-1960
"0401.617.216","AC","000","2","610",,20-11-1952
"0401.617.513","AC","000","2","016",,01-01-1968
"0401.617.711","AC","012","2","015","610",01-01-1968
"0401.617.810","AC","012","2","015","610",27-01-1950
"0401.618.008","AC","012","2","014",,28-12-1959
"0401.619.293","AC","000","2","015","610",01-01-1968
"0401.619.689","AC","000","2","015","610",01-01-1968
"0401.619.986","AC","012","2","015","610",01-01-1968
"0401.620.085","AC","050","2","014",,29-06-1886
"0401.620.481","AC","050","2","008",,09-03-1966
"0401.620.778","AC","000","2","014",,06-07-1927
"0401.620.877","AC","000","2","016",,01-01-1968
"0401.621.075","AC","000","2","016",,01-01-1968
"0401.621.372","AC","000","2","016",,01-01-1968
"0401.622.560","AC","012","2","014",,25-10-1945
"0401.622.758","AC","000","2","016",,01-01-1968
"0401.623.154","AC","000","2","610",,01-01-1968
"0401.623.847","AC","000","2","017",,20-07-1963
"0401.624.144","AC","000","2","017",,29-01-1935
"0401.625.035","AC","000","2","017",,02-04-1928
"0401.625.332","AC","000","2","017",,25-01-1923
"0401.625.926","AC","012","2","015","610",29-04-1960
"0401.626.421","AC","012","2","016",,11-11-1961
"0401.627.015","AC","000","2","016",,01-01-1968
"0401.627.609","AC","000","2","015","610",26-05-1967
"0401.627.807","AC","000","2","016",,01-01-1968
"0401.628.104","AC","012","2","015","610",29-07-1963
"0401.628.302","AC","012","2","016",,01-01-1954
"0401.628.696","AC","000","2","016",,01-01-1968
"0401.630.280","AC","030","2","014",,12-06-1931
"0401.630.973","AC","012","2","014",,01-01-1929
"0401.631.072","AC","012","2","015","610",28-11-1966
"0401.632.161","AC","012","2","016",,01-01-1923
"0401.632.260","AC","000","2","014",,21-04-1929
"0401.632.458","AC","000","2","015","610",01-01-1968
"0401.632.656","AC","012","2","015","610",01-01-1966
"0401.632.854","AC","030","2","015","610",01-01-1968
"0401.633.547","AC","012","2","015","610",01-01-1968
"0401.633.646","AC","000","2","016",,25-01-1968
"0401.633.943","AC","000","2","014",,26-02-1962
"0401.634.339","AC","000","2","015","610",14-04-1967
"0401.634.438","AC","000","2","610",,28-07-1921
"0401.635.032","AC","012","2","014",,01-01-1936
"0401.635.131","AC","000","2","014",,01-01-1946
"0401.635.230","AC","000","2","015","610",01-01-1968
"0401.635.527","AC","012","2","016",,31-10-1958
"0401.635.626","AC","000","2","014",,01-01-1966
"0401.635.725","AC","000","2","014",,06-04-1955
"0401.636.220","AC","000","2","015","610",01-01-1968
"0401.636.319","AC","000","2","014",,01-01-1968
"0401.636.715","AC","012","2","015","610",18-12-1962
"0401.636.913","AC","012","2","016",,01-01-1968
"0401.637.111","AC","000","2","016",,01-01-1968
"0401.637.408","AC","012","2","014",,31-12-1934
"0401.637.705","AC","000","2","014",,01-01-1968
"0401.638.002","AC","000","2","014",,22-05-1928
"0401.638.101","AC","000","2","014",,01-01-1968
"0401.638.396","AC","030","2","014",,01-01-1968
"0401.638.495","AC","012","2","014",,18-08-1938
"0401.638.594","AC","012","2","014",,15-05-1922
"0401.638.693","AC","012","2","014",,19-07-1894
"0401.639.782","AC","020","2","015","610",01-01-1964
"0401.639.881","AC","030","2","014",,09-04-1928
"0401.640.475","AC","000","2","015","610",05-03-1920
"0401.641.267","AC","012","2","014",,23-08-1945
"0401.641.663","AC","000","2","014",,01-10-1907
"0401.642.158","AC","012","2","015","610",29-06-1959
"0401.642.257","AC","000","2","014",,02-01-1947
"0401.642.950","AC","012","2","015","610",31-10-1951
"0401.643.148","AC","000","2","011",,01-01-1968
"0401.644.336","AC","012","2","014",,01-01-1968
"0401.644.930","AC","000","2","016",,01-01-1968
"0401.646.514","AC","012","2","015","610",01-01-1952
"0401.646.613","AC","012","2","014",,01-01-1938
"0401.646.811","AC","000","2","610",,16-10-1950
"0401.647.009","AC","000","2","015","610",01-01-1968
"0401.647.108","AC","000","2","014",,29-05-1957
"0401.647.405","AC","030","2","015","610",22-03-1955
"0401.647.504","AC","030","2","014",,27-08-1931
"0401.647.603","AC","012","2","014",,09-03-1962
"0401.647.702","AC","012","2","014",,07-11-1957
"0401.647.801","AC","012","2","015","610",01-01-1968
"0401.648.096","AC","012","2","014",,29-03-1953
"0401.648.195","AC","012","2","015","610",04-06-1956
"0401.648.294","AC","000","2","014",,01-01-1968
"0401.648.591","AC","000","2","011",,01-01-1968
"0401.648.789","AC","000","2","014",,01-07-1968
"0401.649.086","AC","012","2","014",,13-12-1904
"0401.649.383","AC","012","2","014",,16-12-1964
"0401.649.680","AC","000","2","610",,01-01-1968
"0401.649.977","AC","012","2","015","610",29-03-1960
"0401.650.274","AC","030","2","014",,01-01-1968
"0401.650.967","AC","000","2","610",,01-01-1968
"0401.651.660","AC","012","2","011",,15-07-1964
"0401.652.353","AC","012","2","016",,01-01-1968
"0401.652.551","AC","012","2","015","610",01-01-1953
"0401.652.749","AC","012","2","015","610",06-04-1968
"0401.652.947","AC","012","2","015","610",04-09-1954
"0401.653.739","AC","012","2","015","610",01-01-1968
"0401.654.234","AC","012","2","014",,01-01-1968
"0401.654.333","AC","012","2","014",,01-01-1956
"0401.654.432","AC","012","2","014",,08-07-1965
"0401.654.630","AC","012","2","015","610",01-01-1968
"0401.654.828","AC","012","2","015","610",01-01-1966
"0401.654.927","AC","012","2","014",,08-12-1938
"0401.656.016","AC","012","2","015","610",01-01-1966
"0401.656.610","AC","020","2","015","610",12-04-1967
"0401.657.105","AC","012","2","015","610",02-01-1962
"0401.657.303","AC","020","2","015","610",01-01-1968
"0401.657.895","AC","000","2","012","612",01-01-1968
"0401.658.390","AC","000","2","015","610",01-01-1968
"0401.658.489","AC","012","2","015","610",01-01-1963
"0401.658.984","AC","000","2","610",,14-11-1946
"0401.659.083","AC","000","2","015","610",01-01-1968
"0401.659.479","AC","000","2","610",,01-01-1968
"0401.659.776","AC","000","2","610",,01-01-1968
"0401.660.469","AC","012","2","015","610",01-01-1968
"0401.660.766","AC","020","2","014",,30-01-1951
"0401.661.360","AC","000","2","014",,14-12-1966
"0401.661.459","AC","000","2","610",,01-01-1968
"0401.661.558","AC","012","2","015","610",01-01-1968
"0401.661.954","AC","012","2","014",,01-01-1958
"0401.662.449","AC","012","2","014",,01-01-1960
"0401.662.647","AC","012","2","015","610",01-01-1968
"0401.662.746","AC","012","2","014",,15-06-1955
"0401.663.142","AC","000","2","016",,01-01-1968
"0401.663.439","AC","012","2","015","610",03-06-1967
"0401.663.637","AC","000","2","011",,01-01-1968
"0401.663.835","AC","012","2","015","610",01-01-1958
"0401.664.033","AC","000","2","014",,15-03-1949
"0401.664.429","AC","012","2","015","610",01-01-1957
"0401.664.924","AC","030","2","014",,21-07-1947
"0401.665.122","AC","000","2","015","610",04-03-1964
"0401.665.221","AC","012","2","014",,24-10-1949
"0401.665.320","AC","000","2","014",,17-03-1955
"0401.665.419","AC","000","2","610",,25-08-1959
"0401.665.617","AC","012","2","015","610",10-12-1955
"0401.665.716","AC","020","2","015","610",12-09-1963
"0401.666.013","AC","000","2","610",,01-01-1968
"0401.666.310","AC","012","2","014",,07-03-1949
"0401.667.496","AC","000","2","016",,01-01-1968
"0401.667.793","AC","000","2","014",,01-01-1968
"0401.668.090","AC","012","2","014",,26-06-1905
"0401.668.783","AC","012","2","014",,09-07-1946
"0401.669.179","AC","000","2","016",,01-01-1968
"0401.669.575","AC","020","2","015","610",05-10-1961
"0401.670.169","AC","000","2","014",,01-01-1968
"0401.670.466","AC","013","2","014",,01-01-1968
"0401.670.763","AC","012","2","014",,01-01-1954
"0401.671.258","AC","030","2","014",,10-04-1922
"0401.671.357","AC","012","2","014",,09-02-1957
"0401.671.456","AC","000","2","014",,01-01-1968
"0401.672.248","AC","000","2","014",,01-01-1968
"0401.673.436","AC","012","2","015","610",01-01-1968
"0401.673.535","AC","000","2","015","610",01-01-1968
"0401.674.129","AC","000","2","014",,13-06-1958
"0401.674.426","AC","000","2","015","610",01-01-1968
"0401.674.624","AC","020","2","015","610",25-10-1971
"0401.675.515","AC","000","2","012","612",01-01-1968
"0401.675.614","AC","012","2","015","610",01-01-1968
"0401.675.812","AC","012","2","016",,01-01-1968
"0401.676.406","AC","000","2","015","610",01-01-1968
"0401.677.196","AC","030","2","014",,29-12-1959
"0401.677.394","AC","012","2","015","610",01-01-1964
"0401.677.493","AC","030","2","014",,01-07-1967
"0401.678.186","AC","020","2","015","610",25-09-1964
"0401.678.285","AC","030","2","015","610",01-01-1968
"0401.678.879","AC","000","2","610",,09-04-1960
"0401.679.275","AC","030","2","016",,01-01-1968
"0401.680.562","AC","010","2","015","610",01-01-1968
"0401.680.859","AC","000","2","016",,01-01-1968
"0401.681.255","AC","000","2","030",,22-11-1966
"0401.681.354","AC","000","2","030",,01-06-1967
"0401.681.651","AC","000","2","030",,01-02-1967
"0401.681.849","AC","012","2","015","610",01-01-1960
"0401.683.136","AC","000","2","014",,03-12-1968
"0401.683.433","AC","000","2","610",,01-01-1968
"0401.684.324","AC","012","2","014",,01-01-1968
"0401.684.918","AC","000","2","015","610",01-01-1968
"0401.685.116","AC","012","2","015","610",03-02-1947
"0401.685.611","AC","012","2","015","610",11-02-1961
"0401.685.908","AC","050","2","014",,01-01-1968
"0401.686.106","AC","000","2","014",,29-01-1923
"0401.686.205","AC","012","2","015","610",01-01-1945
"0401.686.304","AC","012","2","016",,01-01-1968
"0401.686.403","AC","012","2","016",,17-05-1950
"0401.686.601","AC","000","2","610",,19-03-1964
"0401.686.995","AC","012","2","014",,19-11-1937
"0401.687.193","AC","012","2","015","610",01-01-1968
"0401.688.084","AC","000","2","014",,24-12-1937
"0401.688.282","AC","000","2","015","610",01-01-1968
"0401.688.381","AC","000","2","014",,01-06-1939
"0401.688.777","AC","012","2","014",,25-05-1939
"0401.689.272","AC","000","2","030",,01-02-1967
"0401.689.569","AC","000","2","017",,01-01-1936
"0401.689.668","AC","000","2","017",,10-05-1922
"0401.689.866","AC","000","2","017",,01-09-1956
"0401.689.965","AC","000","2","017",,01-01-1968
"0401.690.262","AC","000","2","015","610",21-05-1969
"0401.690.460","AC","000","2","017",,20-07-1965
"0401.690.559","AC","000","2","017",,21-08-1921
"0401.690.757","AC","000","2","017",,30-08-1922
"0401.690.856","AC","000","2","017",,10-11-1921
"0401.690.955","AC","000","2","017",,01-04-1951
"0401.691.153","AC","000","2","017",,05-03-1946
"0401.691.252","AC","000","2","017",,30-07-1925
"0401.691.648","AC","000","2","017",,13-12-1928
"0401.692.143","AC","000","2","017",,18-04-1947
"0401.692.341","AC","000","2","017",,31-10-1961
"0401.692.638","AC","000","2","017",,17-11-1923
"0401.693.034","AC","000","2","017",,18-02-1930
"0401.693.133","AC","000","2","017",,10-10-1928
"0401.693.331","AC","000","2","017",,15-03-1960
"0401.693.430","AC","000","2","021",,01-01-1968
"0401.693.628","AC","000","2","017",,04-05-1922
"0401.693.826","AC","000","2","017",,24-07-1958
"0401.694.024","AC","000","2","017",,30-01-1953
"0401.694.123","AC","000","2","017",,10-09-1955
"0401.694.222","AC","000","2","018",,17-02-1932
"0401.694.519","AC","000","2","017",,13-06-1923
"0401.694.618","AC","012","2","017",,01-01-1923
"0401.695.014","AC","000","2","017",,01-10-1925
"0401.695.212","AC","000","2","017",,01-01-1954
"0401.695.410","AC","000","2","017",,10-03-1923
"0401.695.509","AC","000","2","017",,01-01-1968
"0401.695.608","AC","000","2","017",,28-10-1930
"0401.695.707","AC","012","2","016",,01-01-1954
"0401.695.905","AC","000","2","015","610",01-01-1968
"0401.697.091","AC","013","2","014",,01-01-1907
"0401.697.190","AC","000","2","021",,01-01-1968
"0401.697.784","AC","012","2","015","610",01-01-1950
"0401.698.378","AC","012","2","014",,01-01-1945
"0401.698.477","AC","012","2","016",,01-01-1954
"0401.699.962","AC","012","2","015","610",11-05-1955
"0401.700.160","AC","012","2","014",,17-02-1955
"0401.700.754","AC","000","2","016",,01-01-1968
"0401.700.853","AC","012","2","015","610",01-01-1964
"0401.701.051","AC","012","2","014",,01-01-1949
"0401.701.447","AC","020","2","015","610",11-01-1961
"0401.701.546","AC","012","2","015","610",01-01-1968
"0401.701.645","AC","020","2","015","610",09-11-1963
"0401.701.843","AC","012","2","014",,01-01-1955
"0401.702.140","AC","012","2","014",,01-01-1952
"0401.702.536","AC","000","2","014",,01-01-1968
"0401.702.635","AC","000","2","014",,18-03-1921
"0401.702.734","AC","012","2","015","610",01-01-1966
"0401.703.427","AC","000","2","015","610",01-01-1968
"0401.703.526","AC","000","2","016",,01-01-1968
"0401.704.120","AC","000","2","014",,31-05-1928
"0401.704.813","AC","012","2","016",,01-01-1968
"0401.704.912","AC","000","2","016",,01-01-1968
"0401.705.209","AC","000","2","011",,01-01-1968
"0401.705.308","AC","012","2","016",,23-03-1937
"0401.705.803","AC","012","2","015","610",01-01-1968
"0401.705.902","AC","030","2","014",,30-12-1964
"0401.706.197","AC","000","2","015","610",01-01-1968
"0401.706.395","AC","012","2","014",,13-04-1957
"0401.706.791","AC","000","2","014",,01-01-1968
"0401.707.286","AC","030","2","014",,01-03-1948
"0401.707.385","AC","050","2","015","610",01-06-1939
"0401.708.870","AC","000","2","610",,01-01-1968
"0401.709.365","AC","012","2","015","610",01-01-1957
"0401.710.553","AC","012","2","011",,01-01-1968
"0401.711.048","AC","000","2","014",,01-01-1949
"0401.711.345","AC","000","2","014",,29-07-1929
"0401.711.444","AC","012","2","015","610",01-01-1968
"0401.712.830","AC","020","2","015","610",18-09-1965
"0401.712.929","AC","000","2","008",,01-01-1968
"0401.713.226","AC","012","2","014",,01-01-1967
"0401.713.820","AC","000","2","014",,28-07-1947
"0401.714.117","AC","012","2","015","610",01-01-1968
"0401.714.414","AC","030","2","014",,01-01-1928
"0401.714.513","AC","012","2","014",,27-10-1965
"0401.714.612","AC","000","2","014",,01-01-1960
"0401.715.305","AC","000","2","610",,01-01-1968
"0401.715.404","AC","000","2","610",,01-01-1931
"0401.715.602","AC","020","2","015","610",12-08-1968
"0401.716.491","AC","000","2","610",,05-07-1962
"0401.716.590","AC","020","2","014",,17-10-1962
"0401.717.184","AC","012","2","016",,01-01-1968
"0401.717.976","AC","000","2","014",,01-01-1968
"0401.718.174","AC","000","2","014",,01-01-1968
"0401.718.471","AC","012","2","016",,07-09-1950
"0401.718.570","AC","000","2","016",,01-01-1968
"0401.718.768","AC","000","2","610",,01-01-1968
"0401.718.966","AC","000","2","014",,11-07-1958
"0401.719.461","AC","000","2","610",,01-01-1968
"0401.719.560","AC","000","2","016",,01-01-1968
"0401.719.758","AC","000","2","014",,01-01-1968
"0401.719.857","AC","000","2","014",,01-01-1968
"0401.719.956","AC","012","2","015","610",01-01-1968
"0401.720.550","AC","012","2","011",,01-01-1968
"0401.720.748","AC","000","2","016",,01-01-1968
"0401.721.045","AC","012","2","015","610",01-01-1950
"0401.721.837","AC","000","2","610",,01-01-1968
"0401.722.134","AC","000","2","011",,01-01-1968
"0401.722.332","AC","000","2","014",,01-01-1948
"0401.722.431","AC","000","2","610",,21-02-1967
"0401.722.530","AC","012","2","014",,15-02-1948
"0401.722.728","AC","030","2","016",,26-03-1968
"0401.722.827","AC","000","2","610",,29-12-1944
"0401.722.926","AC","000","2","014",,01-01-1968
"0401.723.124","AC","000","2","016",,01-10-1950
"0401.723.223","AC","000","2","015","610",01-01-1968
"0401.724.114","AC","020","2","014",,16-08-1912
"0401.724.906","AC","012","2","015","610",01-01-1966
"0401.725.005","AC","000","2","015","610",01-01-1968
"0401.725.401","AC","012","2","015","610",01-01-1945
"0401.725.993","AC","012","2","011",,01-01-1968
"0401.726.587","AC","020","2","015","610",01-01-1968
"0401.727.181","AC","000","2","014",,03-08-1935
"0401.727.874","AC","050","2","008",,01-01-1968
"0401.728.171","AC","012","2","014",,01-01-1962
"0401.728.369","AC","000","2","610",,15-06-1939
"0401.728.567","AC","000","2","610",,12-12-1940
"0401.728.765","AC","000","2","610",,01-01-1968
"0401.728.963","AC","012","2","015","610",01-01-1968
"0401.729.557","AC","012","2","015","610",16-12-1937
"0401.729.854","AC","000","2","015","610",01-01-1968
"0401.729.953","AC","012","2","014",,21-06-1910
"0401.730.052","AC","000","2","015","610",01-01-1968
"0401.730.250","AC","000","2","014",,01-06-1966
"0401.730.547","AC","012","2","014",,01-01-1943
"0401.731.042","AC","012","2","016",,27-11-1955
"0401.731.141","AC","000","2","016",,01-01-1968
"0401.731.339","AC","000","2","014",,02-06-1897
"0401.732.329","AC","000","2","015","610",01-01-1968
"0401.732.824","AC","012","2","014",,22-03-1945
"0401.733.121","AC","000","2","014",,24-07-1963
"0401.733.418","AC","000","2","610",,11-03-1923
"0401.733.616","AC","000","2","016",,01-01-1968
